2025-12-01T22:10:54.901205,0.000,0.000,0.000
2025-12-01T22:10:55.862110,0.000,0.000,0.000
2025-12-01T22:10:56.771852,0.000,0.000,0.000
2025-12-01T22:10:57.853947,0.000,0.000,0.000
2025-12-01T22:10:59.136064,0.000,0.000,0.000
2025-12-01T22:10:59.950049,0.000,0.000,0.000
2025-12-01T22:11:00.996363,0.000,0.000,0.000
2025-12-01T22:11:01.798216,0.000,0.000,0.000
2025-12-01T22:11:02.825053,0.000,0.000,0.000
2025-12-01T22:11:03.854896,0.000,0.000,0.000
2025-12-01T22:11:05.132171,0.000,0.000,0.000
2025-12-01T22:11:05.884277,0.000,0.000,0.000
2025-12-01T22:11:06.911465,0.000,0.000,0.000
2025-12-06T23:39:02.121381,0.000,0.000,0.000
2025-12-06T23:39:03.119139,0.000,0.000,0.000
2025-12-06T23:39:04.158292,0.000,0.000,0.000
2025-12-06T23:39:05.070037,0.000,0.000,0.000
2025-12-06T23:39:06.198604,0.000,0.000,0.000
2025-12-06T23:39:09.667701,0.000,0.000,0.000
2025-12-06T23:39:10.532962,0.000,0.000,0.000
2025-12-06T23:39:11.729095,0.000,0.000,0.000
2025-12-06T23:39:12.760903,0.000,0.000,0.000
2025-12-06T23:39:15.848301,0.000,0.000,0.000
2025-12-06T23:39:15.853011,0.209,0.211,0.209
2025-12-06T23:39:15.858818,0.291,0.505,0.500
2025-12-06T23:39:16.738294,0.058,0.563,0.558
2025-12-06T23:39:17.601256,0.227,0.792,0.784
2025-12-06T23:39:18.697698,0.149,0.949,0.933
2025-12-06T23:39:19.808384,0.709,1.643,1.642
2025-12-06T23:39:20.610709,0.396,2.047,2.038
2025-12-06T23:39:21.752335,0.229,2.285,2.267
2025-12-06T23:39:22.970985,0.122,2.403,2.389
2025-12-06T23:39:23.891349,0.033,2.436,2.422
2025-12-06T23:39:24.808782,0.000,2.436,2.422
2025-12-06T23:39:26.242381,0.000,2.436,2.422
2025-12-06T23:39:26.661603,0.000,2.436,2.422
2025-12-06T23:39:27.986361,0.000,2.436,2.422
2025-12-06T23:39:28.947519,0.000,2.436,2.422
2025-12-06T23:39:30.037912,0.227,2.654,2.649
2025-12-06T23:39:31.055415,0.780,3.441,3.429
2025-12-06T23:39:31.978845,0.847,4.330,4.276
2025-12-06T23:39:32.815944,0.782,5.105,5.058
2025-12-06T23:39:33.829886,0.276,5.367,5.333
2025-12-06T23:39:34.949203,0.611,5.947,5.944
2025-12-06T23:39:36.194904,0.669,6.609,6.613
2025-12-06T23:39:37.098266,0.553,7.179,7.167
2025-12-06T23:39:38.235617,0.347,7.533,7.513
2025-12-06T23:39:39.276833,0.233,7.769,7.747
2025-12-06T23:39:40.074701,0.142,7.911,7.889
2025-12-06T23:39:41.192011,0.064,7.975,7.953
2025-12-06T23:39:42.424338,0.007,7.975,7.960
2025-12-06T23:39:43.250258,0.000,7.975,7.960
2025-12-06T23:39:44.283108,0.000,7.975,7.960
2025-12-06T23:39:45.187767,0.000,7.975,7.960
2025-12-06T23:39:46.208687,0.000,7.975,7.960
2025-12-06T23:39:47.446906,0.000,7.975,7.960
2025-12-06T23:39:48.363850,0.464,8.458,8.424
2025-12-06T23:39:49.139164,0.664,9.122,9.089
2025-12-06T23:39:50.216978,0.396,9.530,9.484
2025-12-06T23:39:51.342785,0.267,9.794,9.751
2025-12-06T23:39:52.456743,0.178,9.971,9.929
2025-12-06T23:39:53.285374,0.098,10.072,10.027
2025-12-06T23:39:54.307727,0.027,10.099,10.053
2025-12-06T23:39:55.240910,0.000,10.099,10.053
2025-12-06T23:39:56.261439,0.000,10.099,10.053
2025-12-06T23:39:57.278559,0.000,10.099,10.053
2025-12-06T23:39:58.293497,0.000,10.099,10.053
2025-12-06T23:39:59.427641,0.000,10.099,10.053
2025-12-06T23:40:00.449310,0.000,10.099,10.053
2025-12-06T23:40:01.469465,0.000,10.099,10.053
2025-12-06T23:40:02.353295,0.000,10.099,10.053
2025-12-06T23:40:03.379925,0.000,10.099,10.053
2025-12-06T23:40:04.446908,0.000,10.099,10.053
2025-12-06T23:40:05.575061,0.000,10.099,10.053
2025-12-06T23:40:06.495052,0.000,10.099,10.053
2025-12-06T23:40:07.426160,0.000,10.099,10.053
2025-12-06T23:40:08.635084,0.000,10.099,10.053
2025-12-06T23:40:09.556438,0.000,10.099,10.053
2025-12-06T23:40:10.487148,0.000,10.099,10.053
2025-12-06T23:40:11.604034,0.000,10.099,10.053
2025-12-06T23:40:12.546323,0.000,10.099,10.053
2025-12-06T23:40:13.669493,0.000,10.099,10.053
2025-12-06T23:40:14.684027,0.000,10.099,10.053
2025-12-06T23:40:15.612618,0.000,10.099,10.053
2025-12-06T23:40:16.633481,0.000,10.099,10.053
2025-12-06T23:40:17.618006,0.000,10.099,10.053
2025-12-06T23:40:18.814897,0.000,10.099,10.053
2025-12-06T23:40:19.694989,0.000,10.099,10.053
2025-12-06T23:40:20.719383,0.000,10.099,10.053
2025-12-06T23:40:21.710512,0.000,10.099,10.053
2025-12-06T23:40:22.782460,0.000,10.099,10.053
2025-12-06T23:40:23.810365,0.000,10.099,10.053
2025-12-06T23:40:24.726821,0.000,10.099,10.053
2025-12-06T23:40:25.863363,0.000,10.099,10.053
2025-12-06T23:40:26.779317,0.000,10.099,10.053
2025-12-06T23:40:28.000083,0.000,10.099,10.053
2025-12-06T23:40:29.021182,0.000,10.099,10.053
2025-12-06T23:40:30.351597,0.000,10.099,10.053
2025-12-06T23:40:31.063104,0.000,10.099,10.053
2025-12-06T23:40:31.991540,0.000,10.099,10.053
2025-12-06T23:40:33.013673,0.000,10.099,10.053
2025-12-06T23:40:33.890238,0.000,10.099,10.053
2025-12-06T23:40:34.965106,0.000,10.099,10.053
2025-12-06T23:40:35.978548,0.000,10.099,10.053
2025-12-06T23:40:36.957430,0.000,10.099,10.053
2025-12-06T23:40:38.126320,0.000,10.099,10.053
2025-12-06T23:40:39.047444,0.000,10.099,10.053
2025-12-06T23:40:40.000802,0.000,10.099,10.053
2025-12-06T23:40:41.006356,0.000,10.099,10.053
2025-12-06T23:40:42.670500,0.000,10.099,10.053
2025-12-06T23:40:43.254507,0.000,10.099,10.053
2025-12-06T23:40:44.176854,0.000,10.099,10.053
2025-12-06T23:40:45.101676,0.000,10.099,10.053
2025-12-06T23:40:46.221865,0.000,10.099,10.053
2025-12-06T23:40:47.352870,0.000,10.099,10.053
2025-12-06T23:40:48.278124,0.000,10.099,10.053
2025-12-06T23:40:49.168679,0.000,10.099,10.053
2025-12-06T23:40:50.214110,0.000,10.099,10.053
2025-12-06T23:40:51.235898,0.000,10.099,10.053
2025-12-06T23:40:52.260478,0.000,10.099,10.053
2025-12-06T23:40:53.245363,0.000,10.099,10.053
2025-12-06T23:40:54.269283,0.000,10.099,10.053
2025-12-06T23:40:55.333361,0.000,10.099,10.053
2025-12-06T23:40:56.484323,0.000,10.099,10.053
2025-12-06T23:40:57.381382,0.000,10.099,10.053
2025-12-06T23:40:58.416249,0.000,10.099,10.053
2025-12-06T23:40:59.324178,0.000,10.099,10.053
2025-12-06T23:41:00.353023,0.000,10.099,10.053
2025-12-06T23:41:01.378505,0.000,10.099,10.053
2025-12-06T23:41:02.519407,0.000,10.099,10.053
2025-12-06T23:41:03.550367,0.000,10.099,10.053
2025-12-06T23:41:04.548890,0.002,10.099,10.056
2025-12-06T23:41:05.590571,0.509,10.593,10.564
2025-12-06T23:41:06.915297,0.393,10.986,10.958
2025-12-06T23:41:07.522718,0.273,11.267,11.231
2025-12-06T23:41:08.749080,0.178,11.452,11.409
2025-12-06T23:41:09.779392,0.102,11.549,11.511
2025-12-06T23:41:10.696755,0.031,11.581,11.542
2025-12-06T23:41:11.717779,0.000,11.581,11.542
2025-12-06T23:41:12.637109,0.000,11.581,11.542
2025-12-06T23:41:13.781275,0.000,11.581,11.542
2025-12-06T23:41:14.606920,0.000,11.581,11.542
2025-12-06T23:41:15.817330,0.000,11.581,11.542
2025-12-06T23:41:16.846822,0.000,11.581,11.542
2025-12-06T23:41:17.964851,0.000,11.581,11.542
2025-12-06T23:41:18.889514,0.000,11.581,11.542
2025-12-06T23:41:19.926398,0.000,11.581,11.542
2025-12-06T23:41:20.827374,0.000,11.581,11.542
2025-12-06T23:41:22.060077,0.000,11.581,11.542
2025-12-06T23:41:22.980515,0.000,11.581,11.542
2025-12-06T23:41:24.003164,0.000,11.581,11.542
2025-12-06T23:41:25.237392,0.000,11.581,11.542
2025-12-06T23:41:25.870093,0.000,11.581,11.542
2025-12-06T23:41:27.189817,0.000,11.581,11.542
2025-12-06T23:41:28.001193,0.000,11.581,11.542
2025-12-06T23:41:29.042026,0.000,11.581,11.542
2025-12-06T23:41:30.048719,0.000,11.581,11.542
2025-12-06T23:41:31.170495,0.000,11.581,11.542
2025-12-06T23:41:32.307742,0.000,11.581,11.542
2025-12-06T23:41:33.123321,0.000,11.581,11.542
2025-12-06T23:41:34.153110,0.000,11.581,11.542
2025-12-06T23:41:35.085507,0.000,11.581,11.542
2025-12-06T23:41:36.195773,0.000,11.581,11.542
2025-12-06T23:41:37.110780,0.000,11.581,11.542
2025-12-06T23:41:38.450180,0.000,11.581,11.542
2025-12-06T23:41:39.380727,0.000,11.581,11.542
2025-12-06T23:41:40.189161,0.000,11.581,11.542
2025-12-06T23:41:41.307829,0.000,11.581,11.542
2025-12-06T23:41:42.231431,0.000,11.581,11.542
2025-12-06T23:41:43.107979,0.000,11.581,11.542
2025-12-06T23:41:44.388366,0.000,11.581,11.542
2025-12-06T23:41:45.150300,0.000,11.581,11.542
2025-12-06T23:41:46.325361,0.000,11.581,11.542
2025-12-06T23:41:47.355592,0.000,11.581,11.542
2025-12-06T23:41:48.385913,0.000,11.581,11.542
2025-12-06T23:41:49.216413,0.000,11.581,11.542
2025-12-06T23:41:50.225563,0.000,11.581,11.542
2025-12-06T23:41:51.660546,0.000,11.581,11.542
2025-12-06T23:41:52.264637,0.111,11.696,11.653
2025-12-06T23:41:53.298594,0.313,12.006,11.967
2025-12-06T23:41:54.416290,0.653,12.659,12.620
2025-12-06T23:41:55.448591,0.562,13.249,13.182
2025-12-06T23:41:56.467573,0.351,13.604,13.533
2025-12-06T23:41:57.348611,0.224,13.824,13.758
2025-12-06T23:41:58.416763,0.131,13.960,13.889
2025-12-06T23:41:59.443145,0.040,14.001,13.929
2025-12-06T23:42:00.414810,0.000,14.001,13.929
2025-12-06T23:42:01.604508,0.000,14.001,13.929
2025-12-06T23:42:02.627245,0.000,14.001,13.929
2025-12-06T23:42:03.737651,0.000,14.001,13.929
2025-12-06T23:42:04.762669,0.000,14.001,13.929
2025-12-06T23:42:05.691584,0.000,14.001,13.929
2025-12-06T23:42:06.715015,0.000,14.001,13.929
2025-12-06T23:42:07.735685,0.000,14.001,13.929
2025-12-06T23:42:08.760426,0.000,14.001,13.929
2025-12-06T23:42:09.781947,0.000,14.001,13.929
2025-12-06T23:42:10.652388,0.000,14.001,13.929
2025-12-06T23:42:11.723362,0.000,14.001,13.929
2025-12-06T23:42:12.852054,0.000,14.001,13.929
2025-12-06T23:42:13.677041,0.000,14.001,13.929
2025-12-06T23:42:15.038442,0.000,14.001,13.929
2025-12-06T23:42:15.937623,0.000,14.001,13.929
2025-12-06T23:42:16.841486,0.000,14.001,13.929
2025-12-06T23:42:17.973298,0.000,14.001,13.929
2025-12-06T23:42:18.738463,0.000,14.001,13.929
2025-12-06T23:42:20.013285,0.000,14.001,13.929
2025-12-06T23:42:21.053096,0.000,14.001,13.929
2025-12-06T23:42:22.067621,0.000,14.001,13.929
2025-12-06T23:42:23.010710,0.000,14.001,13.929
2025-12-06T23:42:23.912718,0.000,14.001,13.929
2025-12-06T23:42:25.039792,0.000,14.001,13.929
2025-12-06T23:42:26.169158,0.000,14.001,13.929
2025-12-06T23:42:27.083706,0.000,14.001,13.929
2025-12-06T23:42:27.921487,0.000,14.001,13.929
2025-12-06T23:42:29.039089,0.000,14.001,13.929
2025-12-06T23:42:30.049626,0.000,14.001,13.929
2025-12-06T23:42:30.976570,0.000,14.001,13.929
2025-12-06T23:42:32.303127,0.000,14.001,13.929
2025-12-06T23:42:33.122132,0.000,14.001,13.929
2025-12-06T23:42:34.144813,0.000,14.001,13.929
2025-12-06T23:42:35.176530,0.000,14.001,13.929
2025-12-06T23:42:36.210388,0.000,14.001,13.929
2025-12-06T23:42:37.120842,0.000,14.001,13.929
2025-12-06T23:42:38.149823,0.000,14.001,13.929
2025-12-06T23:42:39.124025,0.000,14.001,13.929
2025-12-06T23:42:40.504517,0.000,14.001,13.929
2025-12-06T23:42:41.221265,0.000,14.001,13.929
2025-12-06T23:42:42.149981,0.000,14.001,13.929
2025-12-06T23:42:43.266589,0.000,14.001,13.929
2025-12-06T23:42:44.287691,0.000,14.001,13.929
2025-12-06T23:42:45.307830,0.000,14.001,13.929
2025-12-06T23:42:46.330183,0.000,14.001,13.929
2025-12-06T23:42:47.565700,0.000,14.001,13.929
2025-12-06T23:42:48.391872,0.000,14.001,13.929
2025-12-06T23:42:49.509967,0.000,14.001,13.929
2025-12-06T23:42:50.335249,0.000,14.001,13.929
2025-12-06T23:42:51.353124,0.000,14.001,13.929
2025-12-06T23:42:52.502697,0.000,14.001,13.929
2025-12-06T23:42:53.504715,0.000,14.001,13.929
2025-12-06T23:42:54.387990,0.000,14.001,13.929
2025-12-06T23:42:55.867287,0.000,14.001,13.929
2025-12-06T23:42:56.485420,0.000,14.001,13.929
2025-12-06T23:42:57.597914,0.000,14.001,13.929
2025-12-06T23:42:58.523261,0.000,14.001,13.929
2025-12-06T23:42:59.542300,0.000,14.001,13.929
2025-12-06T23:43:00.483910,0.000,14.001,13.929
2025-12-06T23:43:01.613663,0.000,14.001,13.929
2025-12-06T23:43:02.624250,0.000,14.001,13.929
2025-12-06T23:43:03.647274,0.000,14.001,13.929
2025-12-06T23:43:04.666488,0.000,14.001,13.929
2025-12-06T23:43:05.605638,0.000,14.001,13.929
2025-12-06T23:43:06.824186,0.000,14.001,13.929
2025-12-06T23:43:07.591282,0.000,14.001,13.929
2025-12-06T23:43:08.613979,0.000,14.001,13.929
2025-12-06T23:43:09.696108,0.000,14.001,13.929
2025-12-06T23:43:10.711490,0.000,14.001,13.929
2025-12-06T23:43:11.837044,0.000,14.001,13.929
2025-12-06T23:43:12.857828,0.000,14.001,13.929
2025-12-06T23:43:13.779180,0.000,14.001,13.929
2025-12-06T23:43:15.022632,0.000,14.001,13.929
2025-12-06T23:43:15.748522,0.000,14.001,13.929
2025-12-06T23:43:16.855218,0.000,14.001,13.929
2025-12-06T23:43:17.793858,0.000,14.001,13.929
2025-12-06T23:43:18.894954,0.000,14.001,13.929
2025-12-06T23:43:19.837734,0.000,14.001,13.929
2025-12-06T23:43:20.951859,0.000,14.001,13.929
2025-12-06T23:43:21.971414,0.000,14.001,13.929
2025-12-06T23:43:23.423281,0.000,14.001,13.929
2025-12-06T23:43:24.036957,0.000,14.001,13.929
2025-12-06T23:43:24.889836,0.000,14.001,13.929
2025-12-06T23:43:25.926700,0.000,14.001,13.929
2025-12-06T23:43:26.947539,0.000,14.001,13.929
2025-12-06T23:43:28.015996,0.000,14.001,13.929
2025-12-06T23:43:29.035627,0.000,14.001,13.929
2025-12-06T23:43:30.060106,0.000,14.001,13.929
2025-12-06T23:43:31.108476,0.000,14.001,13.929
2025-12-06T23:43:32.211494,0.000,14.001,13.929
2025-12-06T23:43:33.127885,0.000,14.001,13.929
2025-12-06T23:43:34.065679,0.000,14.001,13.929
2025-12-06T23:43:35.283420,0.000,14.001,13.929
2025-12-06T23:43:36.107279,0.000,14.001,13.929
2025-12-06T23:43:37.151943,0.000,14.001,13.929
2025-12-06T23:43:38.380033,0.000,14.001,13.929
2025-12-06T23:43:39.277695,0.000,14.001,13.929
2025-12-06T23:43:40.413335,0.000,14.001,13.929
2025-12-06T23:43:41.424489,0.000,14.001,13.929
2025-12-06T23:43:42.345882,0.000,14.001,13.929
2025-12-06T23:43:43.471533,0.000,14.001,13.929
2025-12-06T23:43:44.501164,0.000,14.001,13.929
2025-12-06T23:43:45.416913,0.000,14.001,13.929
2025-12-06T23:43:46.543535,0.000,14.001,13.929
2025-12-06T23:43:47.778024,0.000,14.001,13.929
2025-12-06T23:43:48.494949,0.000,14.001,13.929
2025-12-06T23:43:49.371104,0.000,14.001,13.929
2025-12-06T23:43:50.649259,0.000,14.001,13.929
2025-12-06T23:43:51.870624,0.000,14.001,13.929
2025-12-06T23:43:52.689848,0.000,14.001,13.929
2025-12-06T23:43:53.519296,0.000,14.001,13.929
2025-12-06T23:43:54.538548,0.000,14.001,13.929
2025-12-06T23:43:55.562877,0.000,14.001,13.929
2025-12-06T23:43:56.681681,0.000,14.001,13.929
2025-12-06T23:43:57.603618,0.000,14.001,13.929
2025-12-06T23:43:58.636022,0.000,14.001,13.929
2025-12-06T23:43:59.757864,0.000,14.001,13.929
2025-12-06T23:44:00.674109,0.000,14.001,13.929
2025-12-06T23:44:01.602503,0.000,14.001,13.929
2025-12-06T23:44:02.725151,0.000,14.001,13.929
2025-12-06T23:44:03.857676,0.000,14.001,13.929
2025-12-06T23:44:04.882006,0.000,14.001,13.929
2025-12-06T23:44:05.655219,0.000,14.001,13.929
2025-12-06T23:44:06.821831,0.000,14.001,13.929
2025-12-06T23:44:07.850382,0.000,14.001,13.929
2025-12-06T23:44:08.876903,0.000,14.001,13.929
2025-12-06T23:44:09.899066,0.000,14.001,13.929
2025-12-06T23:44:10.818129,0.000,14.001,13.929
2025-12-06T23:44:11.765035,0.000,14.001,13.929
2025-12-06T23:44:12.972801,0.000,14.001,13.929
2025-12-06T23:44:14.000800,0.000,14.001,13.929
2025-12-06T23:44:15.013543,0.000,14.001,13.929
